model,pair,ground_truth_mm,ground_truth_area_cm2,status,detections,fusion_success,strong_alignment,fallback_applied,localization_source,confidence,depth_mm,relative_error,area_cm2,area_source,area_relative_error,residual_coverage,detection_residual_iou,total_ms,fps,error
model2,14,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.7579128742218018,42.8445930480957,0.0630980158418027,63.327968020606384,yolo_mask,0.0544991162282575,0.9641969169567379,0.7639873916469662,55.278293999435846,18.090283321880477,
model2,15,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8490469455718994,38.47700119018555,0.045274544330232196,63.528877452363815,yolo_mask,0.05784453887250201,0.993574297188755,0.671734998642411,54.945850002695806,18.199736648917746,
model2,16,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8215031027793884,40.406005859375,0.002589629197167622,65.640664115314,yolo_mask,0.09300873629344214,1.0,0.6177184466019418,57.605392998084426,17.35948576955726,
model2,17,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8484998941421509,39.66389083862305,0.015824386433746753,66.88326867818841,yolo_mask,0.11369983778190154,1.0,0.6109773712084737,56.019871000899,17.850808688651785,
model2,18,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8583662509918213,39.76409149169922,0.013338119021852972,65.42690421300142,yolo_mask,0.08944933536650407,1.0,0.6290808638874937,59.92326599516673,16.688008962673322,
model2,19,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8401913642883301,39.66048049926758,0.015909006796415995,69.02819283830698,yolo_mask,0.149415820813059,1.0,0.6109895453440312,59.74743999831844,16.737118779116635,
model2,20,40.301639556884766,60.05502237604377,area_error,1,True,True,False,yolo,0.8413816690444946,38.653114318847656,0.040904669292926826,73.07284689563957,yolo_mask,0.21676495994094705,0.9983785974868261,0.5642611683848797,57.48486800439423,17.39588233765377,
model2,21,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8355553150177002,38.62369918823242,0.04163454358436144,67.28505588307549,yolo_mask,0.1203901559100212,0.9935794542536116,0.5841000235904694,55.633064002904575,17.97492225033283,
model2,22,40.301639556884766,60.05502237604377,success,1,True,True,False,yolo,0.8593405485153198,40.17979049682617,0.0030234268729093967,67.02559715154226,yolo_mask,0.11606980565007806,0.990067540723083,0.624561403508772,55.77548699511681,17.929023194141735,
model3,1,23.73018741607666,44.309137441301594,success,1,True,False,True,stereo_residual_fallback,0.6835098266601562,22.267669677734375,0.06163110778263229,47.08196362729135,stereo_residual,0.06257910548728364,1.0,0.06653088934147998,58.39215799642261,17.125587310221775,
model3,2,23.73018741607666,44.309137441301594,success,1,True,False,True,stereo_residual_fallback,0.6835098266601562,22.267669677734375,0.06163110778263229,47.08196362729135,stereo_residual,0.06257910548728364,1.0,0.06653088934147998,54.54885899962392,18.33218912987519,
model3,3,23.73018741607666,44.309137441301594,success,1,True,False,True,stereo_residual_fallback,0.5683263540267944,22.5513858795166,0.04967518864859228,49.92470092282995,stereo_residual,0.1267360144161588,1.0,0.057406830686182915,61.80422600300517,16.180123345471166,
model3,4,23.73018741607666,44.309137441301594,success,1,True,False,True,stereo_residual_fallback,0.5014088153839111,22.532567977905273,0.05046818287494969,49.2696992597087,stereo_residual,0.11195347291466923,1.0,0.05996365838885524,51.7520279972814,19.32291426439426,
model3,5,23.73018741607666,44.309137441301594,success,1,True,False,True,stereo_residual_fallback,0.5339510440826416,22.351181030273438,0.05811190453847732,50.20720594694812,stereo_residual,0.13311178791191736,1.0,0.06180435147379607,56.16768600157229,17.803831191692804,
